,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,Neighborhood,Latitude,Longitude,YearBuilt,LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse,TotalGHGEmissions,GFAPerBuilding,GFAPerFloor,GFABuildingRate
2835,NonResidential,Large Office,719 2nd Ave (Millennium Tower),Avenue,98104.0,Downtown,47.60331,-122.33389,2000,Office,82.0,13270687.0,92.52,706176.0,117696.0,1.0
2839,NonResidential,Supermarket / Grocery Store,West Seattle Thriftway,Street,98136.0,Southwest,47.54427,-122.38609,1998,Supermarket/Grocery Store,22.0,8687690.0,206.33,33706.0,33706.0,1.0
2851,SPS-District K-12,K-12 School,Viewlands Elementary,Avenue,98177.0,Northwest,47.70597,-122.36113,1954,K-12 School,93.0,1709307.5,49.55,42128.0,42128.0,1.0
2896,NonResidential,Supermarket / Grocery Store,Safeway 1550 - Roosevelt Way,Way,98115.0,Northeast,47.68217,-122.31675,1997,Supermarket/Grocery Store,18.0,13906080.0,364.27,76585.0,76585.0,0.49618
2897,NonResidential,Worship Facility,Cross & Crown Church,Avenue,98105.0,Northeast,47.66295,-122.31494,1938,Worship Facility,75.0,964236.0,38.18,26373.0,8791.0,1.0
2917,NonResidential,Warehouse,West Coast Wire Rope & Rigging Inc,Avenue,98108.0,Greater Duwamish,47.53326,-122.32579,1953,Non-Refrigerated Warehouse,34.0,965425.1875,29.39,42420.0,42420.0,1.0
2927,NonResidential,Warehouse,L&W Food Corporation,Way,98108.0,Greater Duwamish,47.56501,-122.3248,1974,Non-Refrigerated Warehouse,100.0,1063269.125,17.65,35046.0,35046.0,1.0
2929,NonResidential,Warehouse,MVI 7th Avenue,Avenue,98108.0,Greater Duwamish,47.56448,-122.32484,1974,Non-Refrigerated Warehouse,89.0,405062.0,2.82,43380.0,43380.0,1.0
2930,NonResidential,Small- and Mid-Sized Office,4010 Associates,Street,98020.0,Lake Union,47.65576,-122.34208,1995,Office,8.0,2720238.25,77.84,20410.0,6803.333,1.0
2938,NonResidential,Small- and Mid-Sized Office,Meridian Center Building,Avenue,98133.0,Northwest,47.70349,-122.33424,1983,Office,87.0,624125.625,4.35,24696.0,8232.0,0.7449
2945,NonResidential,Worship Facility,St. Andrew Kim,Avenue,98125.0,Northwest,47.71479,-122.32824,2002,Worship Facility,47.0,689803.0,21.87,24955.0,24955.0,1.0
2963,NonResidential,Hotel,Hotel1000,Avenue,98104.0,Downtown,47.60505,-122.3361,2006,Hotel,23.0,17457560.0,423.57,392552.0,39255.2,0.94338
2982,NonResidential,K-12 School,Seattle Jewish Community School,Avenue,98125.0,North,47.71923,-122.32171,1988,K-12 School,86.0,1573155.0,62.94,32961.0,16480.5,1.0
2993,Campus,K-12 School,The Bush School - Lower / Middle School,Street,98112.0,Central,47.62291,-122.28879,1950,K-12 School,87.0,3296526.25,115.34,109794.0,109794.0,1.0
2996,NonResidential,Supermarket / Grocery Store,70500866 -- Northgate,Way,98125.0,North,47.70941,-122.31707,1996,Supermarket/Grocery Store,56.0,11521140.0,338.58,44755.0,44755.0,1.0
2999,NonResidential,Small- and Mid-Sized Office,ELYSIAN BREWING CO & OFFICES,Street,98122.0,East,47.61393,-122.31589,1920,Office,65.0,2701872.0,128.07,23422.0,7807.333,1.0
3003,NonResidential,Mixed Use Property,Madison Crossing,Street,98122.0,East,47.61554,-122.31098,1998,Multifamily Housing,93.0,3392129.0,83.65,53034.0,10606.8,0.72423
3009,NonResidential,Warehouse,Auto Accessories Inc.,Avenue,98112.0,East,47.61481,-122.31536,1920,Non-Refrigerated Warehouse,99.0,79711.79688,0.87,23040.0,11520.0,1.0
3012,NonResidential,Warehouse,20172- Seattle / Capitol,Avenue,98122.0,East,47.61469,-122.31596,1958,Non-Refrigerated Warehouse,66.0,595936.5,4.15,61880.0,30940.0,1.0
3014,NonResidential,Small- and Mid-Sized Office,900 E Pine St,Street,98122.0,East,47.61556,-122.32048,1925,Office,97.0,1027394.313,7.31,27938.0,13969.0,1.0
3022,Campus,K-12 School,The Bush School - Upper School,Others,98112.0,Central,47.62291,-122.28879,2000,K-12 School,69.0,1622231.375,55.73,30562.0,15281.0,1.0
3024,NonResidential,Retail Store,(ID27903) PACIFIC RIM CENTER,Street,98104.0,Downtown,47.59951,-122.32033,2000,Retail Store,67.0,3724098.25,39.31,54969.0,18323.0,1.0
3028,NonResidential,Small- and Mid-Sized Office,Jewish Family Service,Avenue,98122.0,East,47.61546,-122.31195,1958,Office,73.0,2076289.625,54.02,25834.0,8611.333,1.0
3032,NonResidential,Worship Facility,ST MARKS CATHEDRAL,Avenue,98102.0,East,47.63193,-122.32126,1929,Worship Facility,38.0,3481727.5,150.23,37700.0,37700.0,1.0
3041,NonResidential,Mixed Use Property,1700 Madison Apts. Bldg. 2,Street,98122.0,Central,47.61608,-122.30967,2004,Multifamily Housing,100.0,1021754.688,7.12,97229.0,16204.833,1.0
3045,NonResidential,Small- and Mid-Sized Office,9620 Stone Ave N,Avenue,98103.0,Northwest,47.69898,-122.34162,1982,Office,77.0,954352.6875,24.97,25111.0,8370.333,1.0
3057,NonResidential,Worship Facility,Our Lady of Fatima Church & Rectory,Street,98199.0,Magnolia / Queen Anne,47.64725,-122.39977,1953,Worship Facility,10.0,1641667.0,68.39,31805.0,15902.5,1.0
3058,NonResidential,K-12 School,Our Lady of Fatima School & Gym,Street,98199.0,Magnolia / Queen Anne,47.64725,-122.39977,1953,K-12 School,95.0,1267348.5,43.97,20811.0,20811.0,1.0
3060,Nonresidential COS,Warehouse,CSC Meter Shop (G),Avenue,98134.0,Greater Duwamish,47.59393,-122.32211,1967,Non-Refrigerated Warehouse,1.0,1987334.75,66.43,22058.0,11029.0,1.0
3065,NonResidential,Distribution Center,"Park Manor, LLC",Street,98108.0,Greater Duwamish,47.5616,-122.32603,1971,Distribution Center,1.0,4236396.5,67.96,28320.0,28320.0,1.0
3072,NonResidential,Worship Facility,(ID28053)CONGREGATION BETH SHALOM,Avenue,98115.0,Northeast,47.67816,-122.28998,1955,Worship Facility,78.0,861643.6875,22.18,29079.0,29079.0,1.0
3073,NonResidential,Small- and Mid-Sized Office,Madison Park,Street,98112.0,East,47.63441,-122.28061,1982,Office,82.0,726917.5,5.07,28848.0,9616.0,0.66667
3076,NonResidential,Small- and Mid-Sized Office,Brown Bear Car Wash,Way,98107.0,Ballard,47.65564,-122.36191,1988,Office,7.0,1835804.0,38.71,20535.0,10267.5,1.0
3079,NonResidential,Warehouse,NWCP-SEA Mayn Bldg,Avenue,98108.0,Greater Duwamish,47.54769,-122.3251,1965,Non-Refrigerated Warehouse,65.0,485971.0,3.39,30800.0,30800.0,1.0
3088,NonResidential,Warehouse,1001-1005 6th Ave. S,Avenue,98134.0,Greater Duwamish,47.59416,-122.3267,1922,Non-Refrigerated Warehouse,73.0,924192.6875,7.8,37400.0,37400.0,1.0
3094,NonResidential,Large Office,605 Union Station,Avenue,98104.0,Downtown,47.59666,-122.32768,2000,Office,88.0,15026352.0,106.86,268130.0,24375.455,1.0
3095,NonResidential,Small- and Mid-Sized Office,625 Union Station,Avenue,98104.0,Downtown,47.59706,-122.32813,2000,Office,79.0,3782378.25,26.37,68452.0,6222.909,1.0
3096,NonResidential,Large Office,705 5th Avenue,Avenue,98104.0,Downtown,47.59634,-122.32807,2000,Office,88.0,14709151.0,102.54,273185.0,24835.0,1.0
3097,NonResidential,K-12 School,Villa Academy - Main bldg.,Street,98105.0,Northeast,47.66368,-122.27324,1924,K-12 School,97.0,3736960.0,156.45,97500.0,32500.0,1.0
3098,NonResidential,Small- and Mid-Sized Office,Queen Anne Square West (220),Street,98119.0,Magnolia / Queen Anne,47.62495,-122.36036,1982,Office,75.0,3020001.5,21.05,54015.0,10803.0,1.0
3108,NonResidential,Large Office,Bay Vista Office Building,Avenue,98121.0,Downtown,47.61706,-122.35141,1982,Office,67.0,8382140.5,58.44,119701.0,4987.542,1.0
3114,NonResidential,Retail Store,Pike Plaza,Avenue,98101.0,Downtown,47.6087,-122.33884,1991,Retail Store,89.0,5214621.5,81.18,103000.0,34333.333,1.0
3115,NonResidential,Supermarket / Grocery Store,70500883 -- West Seattle,Avenue,98116.0,Southwest,47.56137,-122.38524,2008,Supermarket/Grocery Store,61.0,8025696.0,176.75,37864.0,37864.0,1.0
3116,NonResidential,Supermarket / Grocery Store,70500887 -- Broadway Market,Way,98122.0,East,47.62256,-122.32092,1950,Supermarket/Grocery Store,84.0,9290214.0,72.02,66497.0,33248.5,1.0
3118,NonResidential,Supermarket / Grocery Store,70500881 -- Uptown,Street,98109.0,Magnolia / Queen Anne,47.62473,-122.34727,2006,Supermarket/Grocery Store,79.0,8305255.0,193.36,45980.0,11495.0,1.0
3121,NonResidential,Retail Store,Harvard Market,Way,98122.0,East,47.61378771,-122.3214255,1996,Retail Store,88.0,5313217.0,83.45,45743.0,15247.667,1.0
3125,NonResidential,Warehouse,Rainier Malt House,Way,98108.0,Greater Duwamish,47.55066,-122.31787,1904,Non-Refrigerated Warehouse,55.0,1498457.875,12.43,72859.0,18214.75,1.0
3130,NonResidential,Warehouse,Sandpoint #5,Avenue,98115.0,Northeast,47.68454,-122.26235,1940,Non-Refrigerated Warehouse,69.0,15206762.0,391.7,384772.0,384772.0,1.0
3131,NonResidential,Medical Office,Sandpoint #25,Street,98115.0,Northeast,47.6824,-122.26223,1960,Medical Office,32.0,2193115.0,32.72,30287.0,30287.0,1.0
3132,NonResidential,Small- and Mid-Sized Office,Sandpoint #29,Street,98115.0,Northeast,47.68254,-122.26299,1960,Office,32.0,3947209.25,145.11,21931.0,21931.0,1.0
3133,NonResidential,Small- and Mid-Sized Office,Olympic Block,Way,98104.0,Downtown,47.60148,-122.33379,1985,Office,84.0,4307238.5,30.03,73102.0,12183.667,1.0
3141,NonResidential,Supermarket / Grocery Store,Safeway 1586 - 15th Ave,Avenue,98115.0,North,47.71864,-122.312,2011,Supermarket/Grocery Store,74.0,11702959.0,303.69,51400.0,51400.0,1.0
3144,NonResidential,Small- and Mid-Sized Office,NORTH POINTE,Street,98103.0,Lake Union,47.64779,-122.33352,1993,Office,64.0,1634669.375,11.4,26263.0,26263.0,1.0
3160,NonResidential,Supermarket / Grocery Store,Safeway 1885 - 1st Ave,Avenue,98119.0,Magnolia / Queen Anne,47.6239,-122.35756,2003,Supermarket/Grocery Store,23.0,8926736.0,94.63,33997.0,8499.25,1.0
3162,NonResidential,Large Office,City Place V - SEDO,Avenue,98109.0,Lake Union,47.62037,-122.33627,2012,Office,97.0,17463744.0,163.19,526423.0,47856.636,1.0
3163,NonResidential,Mixed Use Property,Prudential Building,Way,98104.0,Downtown,47.60121,-122.33518,1902,Office,97.0,1357119.875,9.46,74211.0,12368.5,1.0
3165,NonResidential,Warehouse,21615-Seattle/10020 MartinLutherKing,Way,98178.0,Southeast,47.51098,-122.27817,1988,Non-Refrigerated Warehouse,99.0,1544193.75,15.5,45700.0,22850.0,1.0
3173,NonResidential,Large Office,Home Plate Center,Avenue,98134.0,Greater Duwamish,47.58995,-122.33472,2012,Office,63.0,11624548.0,92.07,157345.0,26224.167,1.0
3175,NonResidential,Residence Hall,Elm Hall,Others,98195.0,Northeast,47.65642,-122.31475,2012,Residence Hall/Dormitory,90.0,6275367.5,175.46,136758.0,27351.6,1.0
3176,NonResidential,Residence Hall,Alder Hall,Way,98195.0,Northeast,47.65599,-122.31385,2012,Residence Hall/Dormitory,72.0,8767617.0,191.97,192259.0,27465.571,1.0
3187,NonResidential,Hospital,Seattle Children's Hospital Building Hope,Avenue,98145.0,Northeast,47.66201,-122.28386,2013,Hospital (General Medical & Surgical),58.0,57764408.0,1789.69,330000.0,41250.0,1.0
3192,NonResidential,Retail Store,MARQUEEN / MQH,Avenue,98109.0,Magnolia / Queen Anne,47.62503,-122.35642,1918,Retail Store,67.0,3886545.0,144.41,43832.0,14610.667,1.0
3198,NonResidential,Supermarket / Grocery Store,SAFEWAY 2932,Avenue,98116.0,Southwest,47.57984,-122.38577,2011,Supermarket/Grocery Store,78.0,14697487.0,352.77,67263.0,67263.0,1.0
3199,NonResidential,Large Office,Market Place Tower,Avenue,98121.0,Downtown,47.61156,-122.34401,1988,Office,88.0,13458948.0,147.84,354086.0,27237.385,0.57828
3201,NonResidential,Worship Facility,Center for Spiritual Living,Way,98105.0,Northeast,47.6709,-122.27054,2008,Worship Facility,37.0,1933811.625,57.59,70292.0,35146.0,1.0
3203,NonResidential,Other,2020 Fifth Avenue Dat Center,Avenue,98121.0,Downtown,47.61449,-122.33956,1975,Data Center,100.0,41680640.0,290.57,90679.0,12954.143,0.6127
3206,NonResidential,Small- and Mid-Sized Office,Bullitt Center,Street,98122.0,Central,47.61432,-122.31257,2013,Office,100.0,342726.0938,-0.8,52000.0,8666.667,1.0
3214,NonResidential,K-12 School,The Northwest School 401,Others,98122.0,East,47.61386,-122.32647,2014,K-12 School,22.0,2912264.0,51.59,35780.0,17890.0,1.0
3216,NonResidential,Large Office,Interbay Worklofts,Avenue,98119.0,Magnolia / Queen Anne,47.63449,-122.37661,2013,Office,100.0,1363191.625,9.5,105061.0,35020.333,0.73142
3218,NonResidential,Small- and Mid-Sized Office,Seattle Goodwill Job Training/ Education Center,Others,98144.0,Downtown,47.59666,-122.31253,2013,Office,67.0,2502131.0,20.1,62662.0,20887.333,0.7608
3221,NonResidential,Hotel,Hotel Ballard,Avenue,98107.0,Ballard,47.66629,-122.3826,2013,Hotel,62.0,3497215.5,24.38,62381.0,15595.25,0.63213
3228,NonResidential,Senior Care Community,Aegis on Madison,Others,98112.0,Central,47.61885,-122.30341,2013,Senior Care Community,25.0,7531325.0,184.81,79805.0,13300.833,1.0
3230,NonResidential,K-12 School,Paul G Allen Athletic Center,Avenue,98125.0,Northwest,47.73143,-122.32784,2014,K-12 School,82.0,1662054.125,22.76,48925.0,24462.5,1.0
3264,NonResidential,Hospital,Virginia Mason Medical Center - 2149,Street,98101.0,East,47.60986,-122.32774,1920,Hospital (General Medical & Surgical),74.0,163945984.0,6330.91,374466.0,46808.25,1.0
3268,NonResidential,Supermarket / Grocery Store,70500891 -- Ballard,Avenue,98107.0,Ballard,47.67034,-122.3873,2010,Supermarket/Grocery Store,44.0,7768057.5,82.58,41198.0,5149.75,1.0
3276,NonResidential,Residence Hall,Cedar Hall,Street,98105.0,Northeast,47.65718,-122.31632,2011,Residence Hall/Dormitory,91.0,4926695.0,103.65,176225.0,176225.0,1.0
3278,NonResidential,Residence Hall,Lander Hall,Others,98195.0,Northeast,47.65577,-122.3153,1953,Residence Hall/Dormitory,19.0,15965859.0,437.2,166991.0,166991.0,1.0
3279,NonResidential,Residence Hall,Mercer Hall,Street,98195.0,Northeast,47.65447,-122.31733,1970,Residence Hall/Dormitory,16.0,6960904.5,48.53,89392.0,89392.0,1.0
3280,NonResidential,Residence Hall,Poplar Hall,Street,98195.0,Northeast,47.65176,-122.30756,2011,Residence Hall/Dormitory,69.0,3894142.5,62.41,97040.0,97040.0,1.0
3281,NonResidential,Large Office,Amazon Phase VI,Avenue,98109.0,Lake Union,47.62384,-122.33941,2014,Office,99.0,16371039.0,213.7,427181.0,71196.833,1.0
3319,NonResidential,Hotel,Hilton Garden Inn Seattle,Avenue,98101.0,Downtown,47.61665,-122.33261,2015,Hotel,89.0,5525072.5,50.32,144614.0,10329.571,1.0
3320,NonResidential,Large Office,"MAPS 325 Ninth Avenue North, LLC",Avenue,98109.0,Lake Union,47.62146,-122.33976,2014,Office,99.0,12720069.0,147.14,480702.0,40058.5,0.66037
3324,NonResidential,Large Office,"Sidneysea, LLC",Avenue,98109.0,Lake Union,47.62263,-122.33976,2015,Office,98.0,13998638.0,202.12,483397.0,40283.083,0.65617
3329,Nonresidential COS,Large Office,400 FAIRVIEW OFFICE BLDG,Avenue,98109.0,Lake Union,47.62251,-122.3339,2014,Office,98.0,13239050.0,245.16,536697.0,41284.385,0.63171
3337,NonResidential,Hotel,Olympic Hospitality,Avenue,98103.0,Lake Union,47.65476,-122.34732,2014,Hotel,72.0,6042399.5,131.02,126823.0,31705.75,0.67246
3338,NonResidential,Warehouse,Airport - Maintenance Shop - DOT: KCIA,Others,98108.0,Greater Duwamish,47.54425,-122.31776,1955,Non-Refrigerated Warehouse,37.0,3605855.5,157.7,52085.0,52085.0,0.91894
3339,NonResidential,Small- and Mid-Sized Office,Airport - Main Terminal,Others,98108.0,Greater Duwamish,47.53161,-122.29944,1929,Office,9.0,4420650.5,134.8,24990.0,12495.0,1.0
3347,NonResidential,K-12 School,Hamlin Robinson School,Avenue,98144.0,Greater Duwamish,47.58831,-122.3065,2015,K-12 School,77.0,1325972.75,9.24,45000.0,15000.0,1.0
