,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,Neighborhood,Latitude,Longitude,YearBuilt,LargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse,TotalGHGEmissions,GFAPerBuilding,GFAPerFloor,GFABuildingRate
829,NonResidential,Hotel,The Loyal Inn,Avenue,98121.0,Downtown,47.61822,-122.34132,1967,Hotel,61.0,2669564.25,72.78,44416.0,11104.0,1.0
847,NonResidential,Worship Facility,EMMANUEL BIBLE CHURCH,Street,98103.0,Northwest,47.66476,-122.35248,1928,Worship Facility,77.0,1145535.75,36.43,45991.0,22995.5,1.0
858,NonResidential,Residence Hall,Washington Phikeia Foundation,Street,98105.0,Northeast,47.66282,-122.305,1921,Residence Hall/Dormitory,85.0,605130.6875,4.22,21499.0,7166.333,1.0
859,NonResidential,Small- and Mid-Sized Office,Lisa Li Building,Avenue,98105.0,Northeast,47.66461,-122.30142,1989,Office,16.0,1791071.375,13.91,20384.0,10192.0,1.0
862,NonResidential,Retail Store,NW BLDG,Street,98105.0,Northeast,47.66246,-122.29898,1956,Retail Store,18.0,6778694.0,63.61,54284.0,27142.0,1.0
863,NonResidential,Retail Store,BLDG C,Street,98105.0,Northeast,47.66246,-122.29898,1956,Retail Store,67.0,2545405.0,28.41,23409.0,23409.0,1.0
867,NonResidential,Hotel,University Travelodge,Avenue,98105.0,Northeast,47.66355,-122.30123,1961,Hotel,91.0,1587454.75,46.57,12050.0,12050.0,1.0
873,NonResidential,Other,Griffin Building,Avenue,98121.0,Downtown,47.61362,-122.33959,1927,Financial Office,81.0,1857154.75,74.92,32356.0,8089.0,1.0
874,NonResidential,Hotel,La Quinta Inn & Suites,Avenue,98121.0,Downtown,47.61798,-122.33974,1960,Hotel,24.0,3993913.25,126.3,61180.0,8740.0,0.78817
875,NonResidential,Small- and Mid-Sized Office,800 Stewart,Street,98121.0,Downtown,47.61524,-122.33519,1978,Office,51.0,3460275.5,99.15,43506.0,8701.2,0.74141
882,NonResidential,Worship Facility,Green Lake United Methodist Church,Avenue,98115.0,Northwest,47.67572,-122.3285,1910,Worship Facility,88.0,496477.3125,18.66,23931.0,11965.5,1.0
883,NonResidential,Worship Facility,Green Lake Church of Seventh-day Adventists,Way,98103.0,Northwest,47.67491,-122.33316,1948,Worship Facility,57.0,845961.375,32.64,21393.0,10696.5,1.0
887,NonResidential,Mixed Use Property,WALDEN BUILDING,Street,98144.0,Southeast,47.57256,-122.29265,1990,Distribution Center,80.0,1132489.625,33.23,47560.0,23780.0,1.0
888,NonResidential,Senior Care Community,Cabrini Senior Housing,Avenue,98104.0,East,47.60897,-122.32507,2006,Senior Care Community,100.0,1076733.25,34.98,62334.0,10389.0,1.0
895,NonResidential,K-12 School,Ninth & Lenora Building,Avenue,98121.0,Downtown,47.61718,-122.33654,1957,K-12 School,72.0,1261536.75,38.87,21600.0,10800.0,1.0
896,NonResidential,K-12 School,Spruce Street School,Street,98101.0,Downtown,47.61687,-122.33533,1995,K-12 School,43.0,931148.625,6.49,22860.0,7620.0,1.0
900,NonResidential,Worship Facility,St. Bridget Church,Street,98105.0,Northeast,47.66516,-122.2738,1972,Worship Facility,88.0,888031.875,32.22,26366.0,26366.0,1.0
904,NonResidential,Worship Facility,Sephardic Bikur Holim Congregation,Avenue,98118.0,Southeast,47.54362,-122.2667,1965,Worship Facility,2.0,860364.1875,23.59,21732.0,10866.0,1.0
921,NonResidential,Retail Store,(ID20237) Big 5 Corp,Way,98105.0,Northeast,47.66033,-122.31348,1900,Retail Store,71.0,813641.0,5.67,32960.0,10986.667,1.0
923,NonResidential,Hotel,Collegiana Hospitality House,Avenue,98105.0,Northeast,47.66023,-122.31581,1930,Hotel,72.0,716279.6875,4.99,20571.0,6857.0,1.0
932,NonResidential,Worship Facility,University Temple United Methodist Church,Street,98105.0,Northeast,47.65926,-122.31241,1926,Worship Facility,17.0,3040195.5,118.37,47992.0,23996.0,1.0
934,NonResidential,Residence Hall,Brooklyn Plaza,Avenue,98105.0,Northeast,47.65711,-122.31409,1993,Residence Hall/Dormitory,16.0,2717863.25,89.57,28572.0,9524.0,1.0
952,NonResidential,Residence Hall,Chancery Place Apartments,Street,98104.0,East,47.60817,-122.32654,1982,Residence Hall/Dormitory,94.0,2882489.75,20.09,115775.0,7718.333,0.72762
953,NonResidential,Worship Facility,Temple Beth Am,Street,98115.0,Northeast,47.68752,-122.29852,2000,Worship Facility,52.0,1128179.125,27.14,31386.0,15693.0,1.0
954,Campus,K-12 School,University Prep Academy,Avenue,98115.0,Northeast,47.687,-122.30013,1989,K-12 School,44.0,6689184.0,202.65,4300.0,7166.667,1.0
963,NonResidential,Small- and Mid-Sized Office,Emerald Landing I,Way,98103.0,Lake Union,47.64834,-122.33188,2012,Office,68.0,2641681.75,20.08,84116.0,42058.0,0.68499
964,NonResidential,Hotel,Hotel Andra,Avenue,98121.0,Downtown,47.61345,-122.34068,1925,Hotel,8.0,8690648.0,355.8,104000.0,11555.556,1.0
966,NonResidential,Senior Care Community,Washington Care Center,Street,98144.0,Southeast,47.57188,-122.29531,1981,Senior Care Community,98.0,3321035.75,23.15,78374.0,26124.667,1.0
973,NonResidential,Small- and Mid-Sized Office,Holyoke,Avenue,98104.0,Downtown,47.60542,-122.3364,1900,Office,77.0,2178690.5,49.98,39960.0,7992.0,1.0
975,NonResidential,Hotel,The Hotel Seattle,Street,98101.0,Downtown,47.60721,-122.33451,1926,Hotel,98.0,2147968.25,120.91,36240.0,3294.545,1.0
980,NonResidential,Hotel,REYNOLDS WORK RELEASE,Avenue,98104.0,Downtown,47.60223,-122.32889,1909,Hotel,94.0,3321603.0,130.58,35820.0,5970.0,1.0
982,NonResidential,K-12 School,Holy Rosary School,Avenue,98116.0,Southwest,47.56542,-122.38502,1922,K-12 School,76.0,3987215.5,185.23,33462.0,16731.0,1.0
983,NonResidential,K-12 School,Seattle Lutheran High School,Street,98116.0,Southwest,47.56504,-122.38455,1965,K-12 School,98.0,2096835.5,89.29,49744.0,16581.333,1.0
984,NonResidential,Worship Facility,Hope Lutheran Church & School,Avenue,98116.0,Southwest,47.56342,-122.38509,1923,Worship Facility,60.0,1411305.5,43.45,37816.0,18908.0,1.0
990,NonResidential,Supermarket / Grocery Store,Trader Joe's,Way,98126.0,Southwest,47.56197,-122.38109,1946,Supermarket/Grocery Store,100.0,1906384.875,13.29,25762.0,12881.0,1.0
993,NonResidential,Small- and Mid-Sized Office,SK Food Group,Avenue,98126.0,Southwest,47.56175,-122.37835,1981,Office,60.0,2686765.0,34.15,43387.0,14462.333,1.0
1010,NonResidential,Warehouse,Central Park,Avenue,98108.0,Greater Duwamish,47.552,-122.32262,1985,Non-Refrigerated Warehouse,36.0,1811506.375,13.16,37500.0,37500.0,1.0
1011,NonResidential,Medical Office,Seattle Children's Hospital Odessa Brown Children's Clinic,Way,98122.0,Central,47.60132,-122.30477,1990,Medical Office,25.0,2615247.75,33.92,39000.0,19500.0,1.0
1020,NonResidential,Small- and Mid-Sized Office,ABM/ Johnson Barrow,Avenue,98144.0,Greater Duwamish,47.58528,-122.305,1961,Office,57.0,1467060.25,19.82,29740.0,29740.0,1.0
1024,NonResidential,Small- and Mid-Sized Office,American Red Cross,Avenue,98144.0,Southeast,47.5859,-122.29957,1970,Office,81.0,2130673.75,63.06,39170.0,19585.0,1.0
1030,NonResidential,Retail Store,OLD WESTERN STEEL CASTING CO,Avenue,98134.0,Greater Duwamish,47.57403,-122.3336,1914,Retail Store,75.0,557863.6875,3.89,20000.0,20000.0,1.0
1031,NonResidential,Warehouse,3300,Avenue,98134.0,Greater Duwamish,47.5741,-122.32541,1955,Non-Refrigerated Warehouse,91.0,248616.0,1.73,32400.0,16200.0,1.0
1033,NonResidential,Supermarket / Grocery Store,Safeway 0368 - Queen Anne,Avenue,98109.0,Magnolia / Queen Anne,47.63776,-122.35606,1962,Supermarket/Grocery Store,38.0,8905287.0,247.85,25159.0,25159.0,1.0
1041,NonResidential,Distribution Center,MCNIVEN,Street,98134.0,Greater Duwamish,47.56489,-122.3409,1955,Distribution Center,92.0,243518.2031,1.7,26680.0,26680.0,1.0
1042,NonResidential,Warehouse,VISKO BUILDING,Street,98106.0,Delridge,47.56447,-122.35335,1953,Non-Refrigerated Warehouse,6.0,1788148.0,61.71,31521.0,31521.0,1.0
1047,NonResidential,Distribution Center,3851 Distribution Center,Avenue,98134.0,Greater Duwamish,47.5678,-122.33622,1998,Distribution Center,72.0,1096646.25,39.05,35579.0,35579.0,1.0
1049,NonResidential,Distribution Center,3317,Avenue,98134.0,Greater Duwamish,47.57382,-122.32672,1975,Distribution Center,77.0,238969.7031,1.67,49950.0,49950.0,1.0
1054,NonResidential,Worship Facility,Magnolia United Church of Christ,Street,98199.0,Magnolia / Queen Anne,47.63927,-122.4032,1947,Worship Facility,87.0,731321.8125,31.6,22612.0,11306.0,1.0
1060,NonResidential,Warehouse,Mallory Safety & Supply LLC,Way,98134.0,Greater Duwamish,47.55302,-122.33605,1938,Non-Refrigerated Warehouse,12.0,1577040.875,61.53,30545.0,30545.0,1.0
1071,NonResidential,K-12 School,St. Anne School,Street,98112.0,Magnolia / Queen Anne,47.63111,-122.35814,1922,K-12 School,99.0,971990.3125,29.82,32691.0,10897.0,1.0
1073,NonResidential,Worship Facility,St. Anne Church & Rectory,Avenue,98119.0,Magnolia / Queen Anne,47.63159,-122.35839,1963,Worship Facility,55.0,1086678.125,47.59,24227.0,12113.5,1.0
1081,NonResidential,Distribution Center,Dekeriver LLC,Others,98108.0,Greater Duwamish,47.54365,-122.30785,1956,Distribution Center,61.0,651293.3125,18.85,27000.0,27000.0,1.0
1093,NonResidential,Small- and Mid-Sized Office,SPRAG,Avenue,98104.0,Lake Union,47.64243,-122.32618,1957,Office,99.0,361542.0938,2.52,21183.0,10591.5,1.0
1094,NonResidential,Small- and Mid-Sized Office,Eastlake Professional Center,Avenue,98102.0,Lake Union,47.64428,-122.32627,1961,Office,91.0,755618.1875,6.18,29392.0,9797.333,0.86956
1096,NonResidential,Large Office,Eastlake Center (North & South),Avenue,98102.0,Lake Union,47.6465,-122.3252,1985,Office,62.0,4704936.5,32.8,137738.0,27547.6,0.59703
1104,NonResidential,Residence Hall,(ID20861) KEYSTONE GROUP HOME,Avenue,98103.0,Lake Union,47.65014,-122.34424,1988,Residence Hall/Dormitory,49.0,1361427.75,39.5,21118.0,7039.333,1.0
1105,NonResidential,Large Office,Stone 34,Street,98103.0,Lake Union,47.64868,-122.34254,2013,Office,98.0,4489661.0,72.26,206126.0,41225.2,0.61536
1106,NonResidential,Small- and Mid-Sized Office,The Production Network,Way,98103.0,Lake Union,47.64866,-122.34509,1900,Office,48.0,1326178.125,11.27,20500.0,10250.0,1.0
1109,NonResidential,Senior Care Community,Ballard Center,Street,98117.0,Ballard,47.69875,-122.36725,1966,Senior Care Community,3.0,12148720.0,480.9,34636.0,17318.0,0.10498
1110,NonResidential,Worship Facility,Assumption Church,Avenue,98115.0,Northeast,47.67485,-122.29284,1930,Worship Facility,82.0,605186.3125,15.47,25521.0,12760.5,1.0
1111,NonResidential,K-12 School,ASB School,Avenue,98115.0,Northeast,47.67485,-122.29284,1986,K-12 School,79.0,1705515.25,68.14,23190.0,23190.0,1.0
1115,NonResidential,Small- and Mid-Sized Office,St. John Egan Hall,Street,98103.0,Northwest,47.68602,-122.35674,1960,Office,98.0,770333.0,32.63,20678.0,20678.0,1.0
1116,NonResidential,K-12 School,St. John School,Street,98103.0,Northwest,47.68642,-122.35707,1922,K-12 School,43.0,2595783.5,106.45,28820.0,9606.667,1.0
1119,NonResidential,Worship Facility,St. Paul Church & School,Avenue,98178.0,Southeast,47.51042,-122.26277,1954,Worship Facility,69.0,1829981.375,68.97,27876.0,13938.0,1.0
1120,SPS-District K-12,K-12 School,Queen Anne Elementary,Street,98109.0,Magnolia / Queen Anne,47.63796,-122.34897,1925,K-12 School,94.0,1298307.625,29.41,48789.0,48789.0,1.0
1123,NonResidential,Senior Care Community,Kin On Health Care Center,Street,98118.0,Southeast,47.55387,-122.27875,1966,Senior Care Community,51.0,6782435.0,235.26,48882.0,24441.0,0.85203
1124,NonResidential,Warehouse,NWCP-SEA Bldg E,Street,98108.0,Greater Duwamish,47.55374,-122.32498,1977,Non-Refrigerated Warehouse,62.0,439065.9063,3.06,22320.0,22320.0,1.0
1126,NonResidential,Small- and Mid-Sized Office,The Hathaway Building,Avenue,98108.0,Greater Duwamish,47.55316,-122.32616,1982,Office,69.0,1471914.25,10.26,40029.0,20014.5,1.0
1127,NonResidential,Small- and Mid-Sized Office,Building R,Street,98108.0,Greater Duwamish,47.55196,-122.32518,1970,Office,67.0,1269367.5,8.85,28304.0,14152.0,1.0
1131,NonResidential,Small- and Mid-Sized Office,Building O,Street,98108.0,Greater Duwamish,47.55127,-122.32576,1969,Office,41.0,2399353.5,81.96,25872.0,12936.0,1.0
1132,NonResidential,Warehouse,Building N,Street,98108.0,Greater Duwamish,47.55127,-122.32576,1969,Non-Refrigerated Warehouse,65.0,222600.0938,1.55,20500.0,20500.0,1.0
1133,NonResidential,Small- and Mid-Sized Office,4000 aurora building,Avenue,98103.0,Lake Union,47.6557,-122.34682,1958,Office,95.0,534703.6875,3.73,21436.0,10718.0,1.0
1139,NonResidential,Small- and Mid-Sized Office,Northlake Plaza,Street,98103.0,Lake Union,47.64904,-122.34609,1985,Office,94.0,1126157.25,28.09,31417.0,10472.333,0.74186
1144,NonResidential,Retail Store,BERGMAN'S LUGGAGE,Avenue,98101.0,Downtown,47.61165,-122.34011,1916,Retail Store,5.0,478690.0938,3.34,25920.0,12960.0,1.0
1146,NonResidential,Retail Store,"SWIFTY PRINTING & DIGITAL IMAGING, INC.",Avenue,98121.0,Downtown,47.61236,-122.34144,1919,Retail Store,93.0,1011667.5,13.71,25920.0,12960.0,1.0
1150,NonResidential,Small- and Mid-Sized Office,DSHS Belltown Center,Avenue,98121.0,Downtown,47.61297,-122.34324,1919,Office,75.0,1793851.375,46.48,25920.0,12960.0,1.0
1154,NonResidential,Small- and Mid-Sized Office,Administration - Cassel Crag,Avenue,98101.0,East,47.61098,-122.32766,1925,Office,92.0,2478960.0,149.91,39760.0,9940.0,1.0
1156,NonResidential,Small- and Mid-Sized Office,Administration - Blackford Hall,Street,98101.0,East,47.61063,-122.32741,1946,Office,1.0,3767135.0,148.55,22667.0,7555.667,1.0
1161,NonResidential,Small- and Mid-Sized Office,The Peck Building,Street,98103.0,Lake Union,47.65114,-122.34954,2001,Office,79.0,1291405.25,9.0,33740.0,6748.0,0.82187
1162,NonResidential,Retail Store,Dubliner Building,Avenue,98103.0,Lake Union,47.65115,-122.35024,1911,Retail Store,98.0,1021796.625,42.04,20516.0,10258.0,1.0
1163,NonResidential,Retail Store,The Fremont Building,Avenue,98103.0,Lake Union,47.65019,-122.35013,1906,Retail Store,88.0,1215156.25,8.47,27480.0,9160.0,1.0
1165,NonResidential,Mixed Use Property,Saturn Building,Avenue,98103.0,Lake Union,47.65061,-122.35159,1947,Office,95.0,1818867.875,30.32,46958.0,46958.0,1.0
1166,NonResidential,Distribution Center,124N35,Street,98103.0,Lake Union,47.65214,-122.356,1984,Distribution Center,5.0,1934224.25,66.53,26532.0,26532.0,1.0
1169,NonResidential,Small- and Mid-Sized Office,Fremont West Building,Street,98107.0,Lake Union,47.65297,-122.35839,1986,Office,47.0,2173143.75,18.34,35600.0,17800.0,1.0
1171,NonResidential,Worship Facility,First Free Methodist Church,Others,98119.0,Magnolia / Queen Anne,47.64905,-122.36055,1949,Worship Facility,81.0,1799664.125,82.34,62000.0,20666.667,1.0
1172,NonResidential,Small- and Mid-Sized Office,101 Nickerson,Street,98109.0,Magnolia / Queen Anne,47.64805,-122.35534,1981,Office,82.0,776248.6875,5.41,23600.0,11800.0,1.0
1174,NonResidential,Small- and Mid-Sized Office,4 Nick,Others,98109.0,Magnolia / Queen Anne,47.64976,-122.35684,1986,Office,43.0,2303732.75,16.06,40067.0,13355.667,1.0
1175,NonResidential,Small- and Mid-Sized Office,6 Nick,Others,98109.0,Magnolia / Queen Anne,47.64976,-122.35684,1989,Office,67.0,1074989.0,7.49,26419.0,8806.333,0.73799
1176,NonResidential,Small- and Mid-Sized Office,2 Nick,Others,98109.0,Magnolia / Queen Anne,47.64976,-122.35684,1979,Office,54.0,1469556.25,23.85,25262.0,8420.667,1.0
1178,NonResidential,Small- and Mid-Sized Office,Canal Place - 150 Building,Street,98109.0,Magnolia / Queen Anne,47.64901,-122.35516,1980,Office,57.0,1619177.125,11.29,34106.0,11368.667,1.0
1179,NonResidential,Small- and Mid-Sized Office,Canal Place - 130 Building,Street,98109.0,Magnolia / Queen Anne,47.64934,-122.35592,1980,Office,29.0,2313978.75,16.13,34545.0,11515.0,1.0
1180,NonResidential,Small- and Mid-Sized Office,Canal Place Office Park,Street,98109.0,Magnolia / Queen Anne,47.64865,-122.35435,1980,Office,86.0,2782066.5,19.39,70296.0,23432.0,1.0
1181,NonResidential,Small- and Mid-Sized Office,Union Trust Annex,Others,98104.0,Downtown,47.59979,-122.33339,1902,Office,77.0,1217509.125,8.49,27838.0,6959.5,1.0
1192,NonResidential,Small- and Mid-Sized Office,"Cochran, Inc",Avenue,98133.0,Northwest,47.72004,-122.34418,1951,Office,62.0,2050600.75,40.22,39815.0,19907.5,1.0
1196,NonResidential,Warehouse,Comcast,Avenue,98133.0,Northwest,47.72183,-122.34328,1972,Non-Refrigerated Warehouse,73.0,1485945.875,10.36,48112.0,48112.0,1.0
1198,NonResidential,Small- and Mid-Sized Office,Laurel Building,Others,98133.0,Northwest,47.73387,-122.34722,2001,Office,27.0,1772188.5,12.35,42793.0,21396.5,0.614
1203,NonResidential,Retail Store,PETSMART 0375 (ID21236),Avenue,98133.0,Northwest,47.72337,-122.34373,1998,Retail Store,43.0,1689372.625,36.74,26115.0,26115.0,1.0
1205,NonResidential,Worship Facility,Seattle North,Avenue,98105.0,Northeast,47.6702,-122.32066,1949,Worship Facility,78.0,1149140.25,45.33,26033.0,26033.0,1.0
1207,NonResidential,K-12 School,"Seattle Country Day School Bldgs 1,2 & 4",Avenue,98109.0,Magnolia / Queen Anne,47.64344,-122.3509,2007,K-12 School,82.0,1881516.125,61.98,48660.0,12165.0,1.0
1208,NonResidential,Senior Care Community,Queen Anne Healthcare,Avenue,98109.0,Magnolia / Queen Anne,47.6441,-122.34795,1970,Senior Care Community,73.0,5400049.5,180.38,46539.0,23269.5,1.0
1210,NonResidential,Residence Hall,(ID21262) El Rey Apts,Avenue,98121.0,Downtown,47.61283,-122.34392,1909,Residence Hall/Dormitory,47.0,2233262.0,79.58,29796.0,7449.0,1.0
1211,NonResidential,Retail Store,N0030 - Patagonia/DKA,Avenue,98121.0,Downtown,47.6123,-122.34395,1920,Retail Store,36.0,983595.875,17.12,26400.0,13200.0,1.0
1212,NonResidential,Small- and Mid-Sized Office,First & Lenora,Avenue,98121.0,Downtown,47.61185,-122.3434,1918,Office,98.0,1262255.75,8.8,38148.0,12716.0,1.0
1215,NonResidential,Worship Facility,Church of Scientology Washington State,Street,98119.0,Magnolia / Queen Anne,47.62232,-122.36101,1955,Worship Facility,4.0,1806468.0,12.59,31945.0,6389.0,1.0
1220,NonResidential,Small- and Mid-Sized Office,Salvation Army NW Div. HQ,Avenue,98109.0,Magnolia / Queen Anne,47.6189,-122.35713,1985,Office,43.0,4480961.0,31.24,85963.0,17192.6,0.61547
1226,NonResidential,Retail Store,DILLER BUILDING (ID21310),Avenue,98101.0,Downtown,47.60683,-122.33771,1900,Retail Store,92.0,1169948.875,26.38,34680.0,8670.0,1.0
1227,NonResidential,Worship Facility,Plymouth Congregational Church,Avenue,98101.0,Downtown,47.60867,-122.33265,1968,Worship Facility,24.0,5587347.0,247.97,75058.0,25019.333,0.54022
1230,NonResidential,Retail Store,Coliseum,Avenue,98101.0,Downtown,47.61103,-122.33549,1915,Retail Store,2.0,2100982.75,20.76,36504.0,36504.0,1.0
1231,NonResidential,Small- and Mid-Sized Office,Westlake Place,Avenue,98101.0,Downtown,47.61091,-122.33667,1907,Office,8.0,2998208.25,20.9,35200.0,5866.667,1.0
1232,NonResidential,Small- and Mid-Sized Office,4th Avenue Building,Avenue,98101.0,Downtown,47.60961,-122.33566,1907,Office,83.0,1538750.625,48.35,35840.0,7168.0,1.0
1233,NonResidential,Other,5265050802 - WM1084 Fifth and Union,Avenue,98101.0,Downtown,47.60985,-122.33527,1941,Bank Branch,60.0,1333432.125,9.3,25920.0,12960.0,1.0
1234,NonResidential,Small- and Mid-Sized Office,Fourth and Union,Avenue,98101.0,Downtown,47.60952,-122.33558,1928,Office,17.0,2883139.0,73.61,30525.0,7631.25,1.0
1252,NonResidential,Medical Office,Swedish Alcoa Building,Street,98122.0,East,47.61065,-122.32125,1962,Medical Office,2.0,2946756.25,85.55,30855.0,15427.5,0.66667
1253,NonResidential,Small- and Mid-Sized Office,FIRST BAPTIST CHURCH,Avenue,98122.0,East,47.61194,-122.32177,1910,Office,90.0,2828950.5,107.45,73549.0,24516.333,1.0
1256,NonResidential,Medical Office,Northwest Kidney Center (21365),Way,98114.0,East,47.60865416,-122.3205904,1963,Medical Office,42.0,3735308.5,60.04,39115.0,13038.333,1.0
1258,NonResidential,Worship Facility,First Presbyterian Church of Seattle,Avenue,98104.0,East,47.60821,-122.3296,1962,Worship Facility,55.0,2465983.5,123.41,37796.0,12598.667,1.0
1263,NonResidential,Warehouse,Superior Self Storage,Others,98107.0,Ballard,47.66388,-122.36831,1960,Non-Refrigerated Warehouse,80.0,161311.0938,1.12,36444.0,36444.0,1.0
1264,NonResidential,Warehouse,lee warehouse,Avenue,98107.0,Ballard,47.65907,-122.36783,1950,Non-Refrigerated Warehouse,63.0,966677.125,31.61,27553.0,27553.0,1.0
1268,NonResidential,Retail Store,Guitar Center (Block 38W) - SEDO,Avenue,98109.0,Lake Union,47.62399,-122.33804,1964,Retail Store,57.0,2553763.5,82.72,45271.0,22635.5,1.0
1269,NonResidential,Small- and Mid-Sized Office,Clements Rice Building (Block 38W) - SEDO,Avenue,98109.0,Lake Union,47.62437,-122.33802,1920,Office,62.0,1372213.375,35.77,28380.0,9460.0,0.57082
1270,NonResidential,Large Office,Interurban Exchange IV/V & Van Vorst - SEDO,Avenue,98109.0,Lake Union,47.62296,-122.3362,2009,Office,77.0,28053172.0,487.53,508160.0,101632.0,1.0
1271,NonResidential,Small- and Mid-Sized Office,511 Boren,Avenue,98109.0,Lake Union,47.62353,-122.33622,1926,Office,95.0,966907.375,32.09,26176.0,8725.333,1.0
1272,NonResidential,Small- and Mid-Sized Office,Fairview,Avenue,98109.0,Lake Union,47.62799,-122.33132,1926,Office,1.0,7442314.5,73.48,37740.0,37740.0,1.0
1275,NonResidential,Worship Facility,First Church Seattle,Way,98109.0,Magnolia / Queen Anne,47.61876,-122.3534,2009,Worship Facility,66.0,739210.5,20.64,23241.0,7747.0,1.0
1281,NonResidential,Small- and Mid-Sized Office,Sellen Construction Headquarters,Avenue,98109.0,Lake Union,47.62055,-122.33881,1999,Office,84.0,2003807.75,13.97,38038.0,9509.5,1.0
1282,NonResidential,Small- and Mid-Sized Office,Terry Ave Building,Avenue,98109.0,Lake Union,47.62028,-122.33717,2007,Office,92.0,2524228.25,77.8,64596.0,16149.0,0.61923
1283,NonResidential,Small- and Mid-Sized Office,219 Terry Building,Avenue,98109.0,Lake Union,47.62038,-122.33759,1928,Office,1.0,9190442.0,234.03,41466.0,13822.0,0.85381
1285,NonResidential,Large Office,202 Westlake,Avenue,98109.0,Lake Union,47.62004,-122.33807,2013,Office,92.0,7429423.0,86.51,130710.0,21785.0,0.22883
1286,NonResidential,Small- and Mid-Sized Office,224 Westlake,Avenue,98109.0,Lake Union,47.62054,-122.33807,1926,Office,77.0,1912760.75,13.33,35780.0,8945.0,1.0
1288,NonResidential,Mixed Use Property,Century,Street,98109.0,Magnolia / Queen Anne,47.6223,-122.35653,1964,Office,41.0,564754.1875,3.94,25132.0,6283.0,0.70922
1294,NonResidential,Small- and Mid-Sized Office,Doyle Building,Street,98101.0,Downtown,47.60994,-122.33997,1919,Office,72.0,2071670.25,77.48,47686.0,11921.5,1.0
1306,NonResidential,Mixed Use Property,E0010 - Elliott Court,Avenue,98121.0,Downtown,47.61113,-122.34556,1990,Parking,91.0,1717130.875,11.97,82065.0,20516.25,0.57595
1308,NonResidential,Small- and Mid-Sized Office,Alaska Trade Building,Avenue,98101.0,Downtown,47.61041,-122.34214,1910,Office,47.0,1862176.875,12.98,36160.0,9040.0,1.0
1314,NonResidential,Small- and Mid-Sized Office,U0010 - Union Stables,Avenue,98121.0,Downtown,47.6123,-122.34611,1909,Office,100.0,1634178.25,14.13,66900.0,13380.0,1.0
1320,NonResidential,Small- and Mid-Sized Office,RDM Building,Avenue,98102.0,Lake Union,47.6367,-122.3285,2000,Office,13.0,3205182.5,22.46,50499.0,16833.0,0.73188
1321,NonResidential,Small- and Mid-Sized Office,1910 Fairview - new,Others,98104.0,Lake Union,47.63616,-122.32718,1964,Office,68.0,3600571.25,41.22,54465.0,10893.0,0.82365
1322,NonResidential,K-12 School,ST NICHOLAS SCHOOL,Avenue,98102.0,East,47.63239,-122.32072,1930,K-12 School,56.0,4167253.75,182.81,45960.0,22980.0,1.0
1326,NonResidential,Small- and Mid-Sized Office,Space Needle Building,Avenue,98109.0,Lake Union,47.61992,-122.34539,1959,Office,97.0,436604.0938,3.04,21128.0,10564.0,1.0
1330,NonResidential,Hotel,Travelodge - WA - Seattle - 07033,Avenue,98109.0,Lake Union,47.62014,-122.34456,1959,Hotel,37.0,2804534.0,75.25,38520.0,9630.0,1.0
1331,NonResidential,Hotel,Seattle Pacific Hotel,Avenue,98109.0,Lake Union,47.62174,-122.34417,1961,Hotel,95.0,867184.375,30.22,29186.0,9728.667,0.85418
1333,NonResidential,Worship Facility,Seattle Unity Church,Avenue,98109.0,Lake Union,47.6201,-122.34071,1960,Worship Facility,56.0,581289.0,4.05,27338.0,27338.0,1.0
1338,NonResidential,Small- and Mid-Sized Office,Bayview Building,Avenue,98119.0,Magnolia / Queen Anne,47.61954,-122.35847,1930,Office,94.0,2590622.0,115.43,45864.0,15288.0,1.0
1340,NonResidential,K-12 School,Lakeside Middle School,Avenue,98125.0,Northwest,47.72726,-122.32835,1999,K-12 School,23.0,3485865.5,104.91,49252.0,24626.0,1.0
1351,NonResidential,Small- and Mid-Sized Office,Galer,Street,98102.0,Lake Union,47.63245,-122.32529,1987,Office,89.0,1426279.5,35.96,33176.0,11058.667,1.0
1359,NonResidential,Worship Facility,Seattle Chinese Baptist Church,Avenue,98108.0,Greater Duwamish,47.55072,-122.30265,1977,Worship Facility,80.0,326001.1875,2.27,21948.0,221.697,1.0
1364,NonResidential,Warehouse,1001 S Myrtle St,Street,98108.0,Greater Duwamish,47.53906,-122.32031,1977,Non-Refrigerated Warehouse,33.0,856088.625,5.97,29380.0,29380.0,1.0
1373,NonResidential,Worship Facility,Japanese Baptist Church,Way,98122.0,East,47.60321889,-122.3205567,1922,Worship Facility,87.0,331675.0,7.07,22688.0,11344.0,1.0
1392,NonResidential,Small- and Mid-Sized Office,Dept of Social & Health Services (WSDSHS) - COPY FOR MAKENSAY,Street,98118.0,Greater Duwamish,47.54693,-122.28718,1982,Office,84.0,1903455.875,13.27,41262.0,20631.0,1.0
1408,NonResidential,Worship Facility,FAIRVIEW CHURCH (ID21723),Way,98115.0,North,47.68566,-122.31849,1908,Worship Facility,79.0,2077039.375,86.81,45680.0,15226.667,1.0
1418,NonResidential,Senior Care Community,Mirabella Seattle,Avenue,98109.0,Lake Union,47.61935,-122.33389,2006,Senior Care Community,8.0,37797084.0,913.07,724148.0,51724.857,1.0
